Class,FXY,enElementName,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth,Status
14,014020,"Global solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014021,"Global solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014022,"Diffuse solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014023,"Diffuse solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014024,"Direct solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014025,"Direct solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5,Operational
14,014026,Albedo at the top of clouds,%,0,0,7,%,0,3,Operational
14,014027,Albedo,%,0,0,7,%,0,3,Operational
14,014028,"Global solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6,Operational
14,014029,"Diffuse solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6,Operational
14,014030,"Direct solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6,Operational
14,014031,Total sunshine,Minute,0,0,11,Minute,0,4,Operational
14,014032,Total sunshine,Hour,0,0,10,Hour,0,4,Operational
14,014033,Total sunshine,%,0,0,9,%,0,3,Operational
14,014034,Sunshine over period specified,Minute,0,0,11,Minute,0,4,Operational
14,014035,Solar Radiation Flux,W m-2,1,0,14,W m-2,1,5,Operational
14,014042,Bidirectional reflectance,%,0,0,7,%,0,3,Operational
14,014044,Channel radiance,Wm-2sr-1cm,7,-100000,22,Wm-2sr-1cm,7,7,Pre-operational
14,014045,Channel radiance,W m-2 sr-1 cm-1,0,0,11,W m-2 sr-1 cm-1,0,4,Operational
14,014046,Scaled IASI radiance,W m-2 sr-1 m-1,0,-5000,16,W m-2 sr-1 m-1,0,5,Operational
14,014047,Scaled mean AVHRR radiance,W m-2 sr-1 m-1,0,0,31,W m-2 sr-1 m-1,0,10,Operational
14,014048,Scaled standard deviation AVHRR radiance,W m-2 sr-1 m-1,0,0,31,W m-2 sr-1 m-1,0,10,Operational
14,014050,Emissivity,%,1,0,10,%,1,4,Operational
14,014051,Direct solar radiation integrated over last hour,J m-2,-3,0,14,J m-2,-3,4,Operational
14,014052,"Global upward solar radiation, integrated over period specified",J m-2,-2,- 1048574,20,J m-2,-2,7,Validation
14,014053,"Net radiation (high accuracy), integrated over period specified",J m-2,-2,- 1048574,21,J m-2,-2,7,Validation
14,014054,"Photosyntetically active radiation, integrated over period specified",J m-2,-3,0,16,J m-2,-3,5,Validation
14,014055,Solar activity index,Numeric,0,-32768,16,Numeric,0,5,Operational
14,014056,Background luminance,Cd m-2,0,0,18,Cd m-2,0,6,Validation
14,014071,Global UV spectral irradiance,W m-2 nm-1,6,-1048576,21,W m-2 nm-1,6,7,Validation
14,014072,Global UV irradiation,J m-2,-3,-8192,14,J m-2,-3,4,Validation
14,014073,Global erythemal irradiation,J m-2,-3,-32,6,J m-2,-3,2,Validation
15,015001,Total ozone,DU,0,0,10,DU,0,4,Operational
15,015002,Air mass (slant path at 22 km),Numeric,2,0,10,Numeric,2,3,Operational
15,015003,Measured ozone partial pressure (sounding),Pascal,4,0,9,nbar,0,3,Operational
15,015004,Ozone sounding correction factor (CF),Numeric,3,0,11,Numeric,3,4,Operational
15,015005,Ozone p,DU,0,0,10,DU,0,3,Operational
15,015007,Molecular mass,u,2,0,15,u,2,5,Validation
15,015008,Significand of volumetric mixing ratio,Numeric,0,0,10,Numeric,0,4,Operational
15,015009,Integrated number density,m-2,0,0,10,m-2,0,4,Validation
15,015010,Partial pressure,Pa,0,0,10,Pa,0,4,Validation
15,015011,Log 10 of integrated electron density,log (m-2),3,14000,13,log (m-2),3,4,Operational
15,015012,Total electron count per square metre,1/m2,-16,0,6,1/m2,-16,2,Operational
15,015015,Maximum image spectral component before normalization,Numeric,0,0,31,Numeric,0,10,Operational
15,015020,Integrated ozone density,kg m-2,8,0,21,kg m-2,8,7,Operational
15,015021,Integrated mass density,kg m-2,11,0,31,kg m-2,11,10,Operational
15,015022,Integrated number density,m-3,0,0,10,m-3,0,4,Validation
15,015023,Mass density,kg m-3,0,0,10,kg m-3,0,4,Validation
15,015024,Optical depth,Numeric,4,0,24,Numeric,4,8,Operational
15,015025,Type of pollutant,Code table,0,0,4,Code table,0,2,Operational
15,015026,Concentration of pollutant (mol mol-1),mol mol-1,9,0,9,mol mol-1,9,3,Operational
15,015027,Concentration of pollutant (kg m-3),kg m-3,9,0,10,kg m-3,9,4,Operational
15,015028,Photo dissociation rate,s-1,0,0,10,s-1,0,4,Validation
15,015029,Extinction coefficient,m-1,9,0,30,m-1,9,10,Validation
15,015030,Aerosol contamination index,Numeric,2,-1000,12,Numeric,2,4,Operational
15,015031,Atmospheric path delay in satellite signal,m,4,10000,15,m,4,5,Operational
15,015032,Estimated error in atmospheric path delay,m,4,0,10,m,4,4,Operational
15,015033,Difference in path delays for limb views at extremes of scan,m,5,-10000,15,m,5,5,Operational
15,015034,Estimated error in path delay difference,m,5,0,14,m,5,5,Operational
15,015035,Component of zenith path delay due to water vapour,m,4,0,14,m,4,5,Operational
15,015036,Atmospheric refractivity,N-units,3,0,19,N-units,3,6,Operational
15,015037,Bending angle,Radians,8,-100000,23,Radians,8,7,Operational
15,015040,Particulate matter diameter,m,8,0,9,m,8,3,Validation
15,015042,Reflectance,Numeric,6,0,20,Numeric,6,7,Validation
15,015043,Number of averaging kernel layers,Numeric,0,0,10,Numeric,0,4,Validation
15,015044,Averaging kernel value,Numeric,6,-5000000,24,Numeric,6,8,Validation
15,015051,Meteorological Optical Range,m,0,0,18,m,0,6,Validation
19,019001,Type of synoptic feature,Code table,0,0,6,Code table,0,2,Operational
19,019002,Effective radius of feature,m,-2,0,12,m,-2,4,Operational
19,019003,Wind speed threshold,m s-1,0,0,8,m s-1,0,3,Operational
19,019004,Effective radius with respect to wind speeds above threshold,m,-2,0,12,m,-2,4,Operational
19,019005,Direction of motion of feature,Degree true,0,0,9,Degree true,0,3,Operational
19,019006,Speed of motion of feature,m s-1,2,0,14,m s-1,2,5,Operational
19,019007,Effective radius of feature,m,-3,0,12,m,-3,4,Operational
19,019008,Vertical extent of circulation,Code table,0,0,3,Code table,0,1,Operational
19,019009,Effective radius with respect to wind speeds above threshold (large storms),m,-3,0,12,m,-3,4,Operational
19,019010,Method for tracking the centre of synoptic feature,Code table,0,0,4,Code table,0,2,Operational
19,019100,Time interval to calculate the movement of the tropical cyclone,Code table,0,0,4,Code table,0,2,Operational
19,019101,Accuracy of the position of the centre of the tropical cyclone,Code table,0,0,4,Code table,0,2,Operational
19,019102,Shape and definition of the eye of the tropical cyclone,Code table,0,0,3,Code table,0,1,Operational
19,019103,Diameter of major axis of the eye of the tropical cyclone,Code table,0,0,4,Code table,0,2,Operational
19,019104,Change in character of the eye during the 30 minutes,Code table,0,0,4,Code table,0,2,Operational
19,019105,Distance between the end of spiral band and the centre,Code table,0,0,4,Code table,0,2,Operational
19,019106,Identification number of tropical cyclone,Numeric,0,0,7,Numeric,0,3,Operational
19,019107,Time interval over which the movement of the tropical cyclone has been calculated,Code table,0,0,4,Code table,0,2,Operational
19,019108,Accuracy of geographical position of the tropical cyclone,Code table,0,0,3,Code table,0,1,Operational
19,019109,Mean diameter of the overcast cloud of the tropical cyclone,Code table,0,0,4,Code table,0,2,Operational
19,019110,Apparent 24-hour change in intensity of the tropical cyclone,Code table,0,0,4,Code table,0,2,Operational
19,019111,Current Intensity (CI) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3,Operational
19,019112,Data Tropical (DT) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3,Operational
19,019113,Cloud pattern type of the DT-number,Code table,0,0,4,Code table,0,2,Operational
19,019114,Model Expected Tropical (MET) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3,Operational
19,019115,"Trend of the past 24-hour change (+: Developed, -: Weakened)",Numeric,1,-30,6,Numeric,1,2,Operational
19,019116,Pattern Tropical (PT) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3,Operational
19,019117,Cloud picture type of the PT-number,Code table,0,0,3,Code table,0,1,Operational
19,019118,Final Tropical (T) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3,Operational
19,019119,Type of the final T-number,Code table,0,0,3,Code table,0,1,Operational
19,019150,Typhoon International Common Number (Typhoon Committee),CCITT IA5,0,0,32,Character,0,4,Operational
20,020001,Horizontal visibility,m,-1,0,13,m,-1,4,Operational
20,020002,Vertical visibility,m,-1,0,7,m,-1,3,Operational
20,020003,Present weather,Code table,0,0,9,Code table,0,3,Operational
20,020004,Past weather (1),Code table,0,0,5,Code table,0,2,Operational
20,020005,Past weather (2),Code table,0,0,5,Code table,0,2,Operational
20,020006,Flight Rules,Code table,0,0,3,Code table,0,1,Operational
20,020008,Cloud distribution for aviation,Code table,0,0,5,Code table,0,2,Operational
20,020009,General weather indicator (TAF/METAR),Code table,0,0,4,Code table,0,2,Operational
20,020010,Cloud cover (total),%,0,0,7,%,0,3,Operational
20,020011,Cloud amount,Code table,0,0,4,Code table,0,2,Operational
20,020012,Cloud type,Code table,0,0,6,Code table,0,2,Operational
20,020013,Height of base of cloud,m,-1,-40,11,m,-1,4,Operational
20,020014,Height of top of cloud,m,-1,-40,11,m,-1,4,Operational
20,020015,Pressure at base of cloud,Pa,-1,0,14,Pa,-1,5,Operational
20,020016,Pressure at top of cloud,Pa,-1,0,14,Pa,-1,5,Operational
20,020017,Cloud top description,Code table,0,0,4,Code table,0,2,Operational
20,020018,Tendency of runway visual range,Code table,0,0,2,Code table,0,1,Operational
20,020019,Significant present or forecast weather,CCITT IA5,0,0,72,Character,0,9,Operational
20,020020,Significant recent weather phenomena,CCITT IA5,0,0,32,Character,0,4,Operational
20,020021,Type of precipitation,Flag table,0,0,30,Flag table,0,10,Operational
20,020022,Character of precipitation,Code table,0,0,4,Code table,0,2,Operational
20,020023,Other weather phenomena,Flag table,0,0,18,Flag table,0,6,Operational
20,020024,Intensity of phenomena,Code table,0,0,3,Code table,0,1,Operational
20,020025,Obscuration,Flag table,0,0,21,Flag table,0,7,Operational
20,020026,Character of obscuration,Code table,0,0,4,Code table,0,2,Operational
20,020027,Phenomena occurrence,Flag table,0,0,9,Flag table,0,3,Operational
20,020028,Expected change in intensity,Code table,0,0,3,Code table,0,1,Operational
20,020029,Rain flag,Code table,0,0,2,Code table,0,1,Operational
20,020031,Ice deposit (thickness),m,2,0,7,m,2,3,Operational
20,020032,Rate of ice accretion,Code table,0,0,3,Code table,0,1,Operational
20,020033,Cause of ice accretion,Flag table,0,0,4,Flag table,0,2,Operational
20,020034,Sea ice concentration,Code table,0,0,5,Code table,0,2,Operational
20,020035,Amount and type of ice,Code table,0,0,4,Code table,0,2,Operational
20,020036,Ice situation,Code table,0,0,5,Code table,0,2,Operational
20,020037,Ice development,Code table,0,0,5,Code table,0,2,Operational
20,020038,Bearing of ice edge,Degree true,0,0,12,Degree true,0,3,Operational
20,020039,Ice distance,m,-1,0,13,m,-1,4,Operational
20,020040,Evolution of drift snow,Code table,0,0,4,Code table,0,2,Operational
20,020041,Airframe icing,Code table,0,0,4,Code table,0,2,Operational
20,020042,Airframe icing present,Code table,0,0,2,Code table,0,1,Operational
20,020043,Peak liquid water content,kg m-3,4,0,7,kg m-3,4,2,Operational
20,020044,Average liquid water content,kg m-3,4,0,7,kg m-3,4,2,Operational
20,020045,Supercooled large droplet (SLD) conditions,Code table,0,0,2,Code table,0,1,Operational
20,020048,Evolution of feature,Code table,0,0,4,Code table,0,2,Operational
20,020050,Cloud index,Code table,0,0,8,Code table,0,3,Operational
20,020051,Amount of low clouds,%,0,0,7,%,0,3,Operational
20,020052,Amount of middle clouds,%,0,0,7,%,0,3,Operational
20,020053,Amount of high clouds,%,0,0,7,%,0,3,Operational
20,020054,True direction from which a phenomenon or clouds are moving,Degree true,0,0,9,Degree true,0,3,Operational
20,020055,State of sky in the tropics,Code table,0,0,4,Code table,0,2,Operational
20,020056,Cloud phase,Code table,0,0,3,Code table,0,1,Operational
20,020058,Visibility seawards from a coastal station,m,-1,0,13,m,-1,4,Operational
20,020059,Minimum horizontal visibility,m,-1,0,9,m,-1,3,Operational
20,020060,Prevailing horizontal visibility,m,-1,0,10,m,-1,4,Operational
20,020061,Runway visual range (RVR),m,0,0,12,m,0,4,Operational
20,020062,State of the ground (with or without snow),Code table,0,0,5,Code table,0,2,Operational
20,020063,Special phenomena,Code table,0,0,10,Code table,0,4,Operational
20,020065,Snow cover,%,0,0,7,%,0,3,Operational
20,020066,Maximum diameter of hailstones,m,3,0,8,m,3,3,Operational
20,020067,Diameter of deposit,m,3,0,9,m,3,3,Operational
20,020070,Minimum number of atmospherics,Numeric,0,0,7,Numeric,0,3,Operational
20,020071,Accuracy of fix and rate of atmospherics,Code table,0,0,4,Code table,0,2,Operational
20,020079,Snow/Ice crystals indicator,Flag Table,0,0,2,Flag Table,0,1,Validation
20,020080,Cloud amount percentage interval,Code table,0,0,3,Code table,0,1,Validation
20,020081,Cloud amount in segment,%,0,0,7,%,0,3,Operational
20,020082,Amount segment cloud free,%,0,0,7,%,0,3,Operational
20,020083,Amount of segment covered by scene,%,0,0,7,%,0,3,Operational
20,020085,General condition of runway,Code table,0,0,4,Code table,0,1,Operational
20,020086,Runway deposits,Code table,0,0,4,Code table,0,1,Operational
20,020087,Runway contamination,Code table,0,0,4,Code table,0,1,Operational
20,020088,Depth of runway deposits,m,3,0,12,m,0,4,Operational
20,020089,Runway friction coefficient,Code table,0,0,7,Code table,0,2,Operational
20,020090,Special clouds,Code table,0,0,4,Code table,0,2,Operational
20,020091,Vertical visibility,Foot,-2,0,10,Foot,-2,3,Operational
20,020092,Height of base of cloud,Foot,-2,0,10,Foot,-2,3,Operational
20,020093,Height of inversion,m,-1,0,8,m,-1,3,Validation
20,020095,Ice probability,Numeric,3,0,10,Numeric,3,4,Operational
20,020096,"Ice age (""A"" parameter)",dB,2,-4096,13,dB,2,4,Operational
20,020101,Locust (acridian) name,Code table,0,0,4,Code table,0,2,Operational
20,020102,Locust (maturity) color,Code table,0,0,4,Code table,0,2,Operational
20,020103,Stage of development of locusts,Code table,0,0,4,Code table,0,2,Operational
20,020104,Organization state of swarm or band of locusts,Code table,0,0,4,Code table,0,2,Operational
20,020105,Size of swarm or band of locusts and duration of passage of swarm,Code table,0,0,4,Code table,0,2,Operational
20,020106,Locust population density,Code table,0,0,4,Code table,0,2,Operational
20,020107,Direction of movements of locust swarm,Code table,0,0,4,Code table,0,2,Operational
20,020108,Extent of vegetation,Code table,0,0,4,Code table,0,2,Operational
20,020111,X-axis  error ellipse major component,m,-1,0,17,,,,Validation
20,020112,Y-axis  error ellipse minor component,m,-1,0,17,,,,Validation
20,020113,Z-axis  error ellipse component,m,-1,0,17,,,,Validation
20,020114,Angle of X-axis in error ellipse,Degree,2,-18000,16,,,,Validation
20,020115,Angle of Z-axis in error ellipse,Degree,2,-18000,16,,,,Validation
20,020116,Emission Height of Cloud Stroke,M,0,0,16,,,,Validation
20,020117,Amplitude of Lightning Strike,A,0,0,19,,,,Validation
20,020118,Lightning Detection Error,M,0,0,19,,,,Validation
20,020119,Lightning Discharge Polarity,Code table,0,0,2,,,,Validation
20,020120,Decision Method for Polarity,Code table,0,0,3,Code table,0,1,Validation
20,020121,Threshold value for Polarity Decision,V,3,0,16,,,,Validation
20,020122,Threshold value for Polarity Decision,A,0,0,16,,,,Validation
20,020123,Minimum Threshold for Detection,V/M,3,0,16,,,,Validation
20,020124,Lightning Stroke or Flash,Code table,0,0,2,,,,Validation
20,020125,Modified Residual,Numeric,2,0,13,Numeric,2,4,Validation
20,020126,Lightning rates of discharge,Numeric,0,0,23,Numeric,0,7,Validation
20,020127,Lightning - distance from station,m,-3,0,6,m,-3,2,Validation
20,020128,Lightning - direction from station,Degree true,0,0,9,Degree true,0,3,Validation
20,020130,Cloud hydrometeor concentration,Numeric,0,0,10,Numeric,0,3,Validation
20,020131,Effective radius of cloud hydrometeors,m,5,0,6,m,5,2,Validation
20,020132,Cloud liquid water content,kg m-3,5,0,11,kg m-3,5,4,Validation
20,020133,Hydrometeor radius,m,5,0,6,m,5,2,Validation
20,020135,Ice mass (on a rod),kg m-1,1,0,10,kg m-1,1,3,Validation
21,021001,Horizontal reflectivity,dB,0,-64,7,dB,0,3,Operational
21,021002,Vertical reflectivity,dB,0,-64,7,dB,0,3,Operational
21,021003,Differential reflectivity,dB,1,-5,7,dB,1,3,Operational
21,021005,Linear depolarization ratio,dB,0,-65,6,dB,0,2,Operational
21,021006,Circular depolarization ratio,dB,0,-65,6,dB,0,2,Operational
21,021011,Doppler mean velocity in x-direction,m s-1,0,-128,8,m s-1,0,3,Operational
21,021012,Doppler mean velocity in y-direction,m s-1,0,-128,8,m s-1,0,3,Operational
21,021013,Doppler mean velocity in z-direction,m s-1,0,-128,8,m s-1,0,3,Operational
21,021014,Doppler mean velocity (radial),m s-1,1,-4096,13,m s-1,1,4,Operational
21,021017,Doppler velocity spectral width,m s-1,1,0,8,m s-1,1,3,Operational
21,021018,Extended NYQUIST velocity,m s-1,1,0,10,m s-1,1,4,Validation
21,021019,High NYQUIST velocity,m s-1,1,0,10,m s-1,1,3,Validation
21,021021,Echo tops,m,-3,0,4,m,-3,2,Operational
21,021022,Range bin offset,m,1,0,14,m,1,5,Validation
21,021023,Range bin size,m,0,0,14,m,0,5,Validation
21,021024,Azimuth offset,Degree,1,0,12,Degree,1,4,Validation
21,021025,Azimuthal resolution,Degree,1,0,8,Degree,1,3,Validation
21,021030,Signal to noise ratio,dB,0,-32,8,dB,0,3,Operational
21,021031,Vertically-integrated liquid-water content,kg m-2,0,0,7,kg m-2,0,3,Operational
21,021036,Radar rainfall intensity,m s-1,7,0,12,m s-1,7,4,Operational
21,021041,Bright-band height,m,-2,0,8,m,-2,3,Operational
21,021051,Signal power above 1 mW,dB,0,-256,8,dB,0,3,Operational
21,021062,Backscatter,dB,2,-5000,13,dB,2,4,Operational
21,021063,Radiometric resolution (noise value),%,1,0,10,%,1,4,Operational
21,021064,Clutter noise estimate,Numeric,0,0,8,Numeric,0,3,Operational
21,021065,Missing packet counter,Numeric,0,-127,8,Numeric,0,3,Operational
21,021066,Wave scatterometer product confidence data,Flag table,0,0,12,Flag table,0,4,Operational
21,021067,Wind product confidence data,Flag table,0,0,13,Flag table,0,5,Operational
21,021068,Radar altimeter product confidence data,Flag table,0,0,8,Flag table,0,3,Operational
21,021069,SST product confidence data,Flag table,0,0,10,Flag table,0,4,Operational
21,021070,SST product confidence data (SADIST-2),Flag table,0,0,23,Flag table,0,6,Operational
21,021071,Peakiness,Numeric,0,0,16,Numeric,0,5,Operational
21,021072,Satellite altimeter calibration status,Flag table,0,0,4,Flag table,0,2,Operational
21,021073,Satelllite altimeter instrument mode,Flag table,0,0,9,Flag table,0,3,Operational
21,021075,Image spectrum intensity,Numeric,0,0,8,Numeric,0,3,Operational
21,021076,Representation of intensities,Code table,0,0,3,Code table,0,1,Operational
21,021077,Altitude correction (ionosphere),m,3,0,14,m,3,5,Operational
21,021078,Altitude correction (dry troposphere),m,3,0,9,m,3,3,Operational
21,021079,Altitude correction (wet troposphere),m,3,2000,10,m,3,4,Operational
21,021080,Altitude correction (calibration constant),m,3,0,11,m,3,4,Operational
21,021081,Open loop correction (height-time loop),m,3,0,10,m,3,4,Operational
21,021082,Open loop correction (auto gain control),dB,3,-3000,14,dB,3,5,Operational
21,021083,Warm target calibration,Numeric,0,0,16,Numeric,0,5,Operational
21,021084,Cold target calibration,Numeric,0,0,16,Numeric,0,5,Operational
21,021085,ATSR sea surface temperature across-track band number,Numeric,0,0,4,Numeric,0,2,Operational
21,021086,"Number of pixels in Nadir only, average",Numeric,0,0,9,Numeric,0,3,Operational
21,021087,"Number of pixels in dual view, average",Numeric,0,0,9,Numeric,0,3,Operational
21,021088,Wet backscatter,dB,2,-5000,13,dB,2,4,Operational
21,021091,Radar signal Doppler spectrum 0th moment,dB,0,-100,8,dB,0,3,Operational
21,021092,"RASS signal Doppler spectrum 0th moment, referring to RASS signal",dB,0,-100,8,dB,0,3,Operational
21,021093,Ku band peakiness,Numeric,3,0,16,Numeric,3,5,Operational
21,021094,S band peakiness,Numeric,3,0,16,Numeric,3,5,Operational
21,021101,Number of vector ambiguities,Numeric,0,0,3,Numeric,0,1,Operational
21,021102,Index of selected wind vector,Numeric,0,0,3,Numeric,0,1,Operational
21,021103,Total number of sigma-0 measurements,Numeric,0,0,5,Numeric,0,2,Operational
21,021104,Likelihood computed for solution,Numeric,3,-30000,15,Numeric,3,5,Operational
21,021105,Normalized radar cross-section,dB,2,-10000,14,dB,2,5,Operational
21,021106,Kp variance coefficient (alpha),Numeric,3,0,14,Numeric,3,5,Operational
21,021107,Kp variance coefficient (beta),Numeric,8,0,16,Numeric,8,5,Operational
21,021109,SEAWINDS wind vector cell quality,Flag table,0,0,17,Flag table,0,6,Operational
21,021110,Number of inner-beam sigma-0 (forward of satellite),Numeric,0,0,6,Numeric,0,2,Operational
21,021111,Number of outer-beam sigma-0 (forward of satellite),Numeric,0,0,6,Numeric,0,2,Operational
21,021112,Number of inner-beam sigma-0 (aft of satellite),Numeric,0,0,6,Numeric,0,2,Operational
21,021113,Number of outer-beam sigma-0 (aft of satellite),Numeric,0,0,6,Numeric,0,2,Operational
21,021114,Kp variance coefficent (gamma),dB,3,-140000,18,dB,3,6,Operational
21,021115,SEAWINDS sigma-0 quality,Flag table,0,0,17,Flag table,0,6,Operational
21,021116,SEAWINDS sigma-0 mode,Flag table,0,0,17,Flag table,0,6,Operational
21,021117,Sigma-0 variance quality control,Numeric,2,0,16,Numeric,2,5,Operational
21,021118,Attenuation correction on sigma-0,dB,2,-10000,14,dB,2,5,Operational
21,021119,Wind scatterometer geophysical model function,Code table,0,0,6,Code table,0,2,Operational
21,021120,Probability of rain,Numeric,3,0,10,Numeric,3,4,Operational
21,021121,SEAWINDS NOF* rain index,Numeric,0,0,8,Numeric,0,3,Operational
21,021122,Attenuation correction of sigma-0 (from tB),dB,2,-10000,14,dB,2,5,Operational
21,021123,SEAWINDS normalized radar cross-section,dB,2,-30000,15,dB,2,5,Operational
21,021128,Number of valid points per second used to derive previous parameters,Numeric,0,0,8,Numeric,0,3,Operational
21,021130,Spectrum total energy,Numeric,6,0,28,Numeric,6,9,Operational
21,021131,Spectrum max energy,Numeric,6,0,28,Numeric,6,9,Operational
21,021132,Direction of spectrum max on higher resolution grid,Degree,3,0,19,Degree,3,6,Operational
21,021133,Wavelength of spectrum max on higher resolution grid,m,3,0,29,m,3,9,Operational
21,021134,Range resolution of cress covariance spectrum,Rad m-1,3,0,19,Rad m-1,3,6,Operational
21,021135,Real part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7,Operational
21,021136,Imaginary part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7,Operational
21,021137,Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021138,Std Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021139,Ku band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4,Operational
21,021140,S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021141,Std S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021142,S band net instrumental correction for AGC,dB,2,-1024,11,dB,2,4,Operational
21,021143,Ku band rain attenuation,dB,2,-1073741824,31,dB,2,10,Operational
21,021144,Altimeter rain flag,Flag table,0,0,2,Flag table,0,1,Operational
21,021145,Ku band automatic gain control,dB,2,0,13,dB,2,4,Operational
21,021146,RMS Ku band automatic gain control,dB,2,0,8,dB,2,3,Operational
21,021147,Number of valid points for Ku band automatic gain control,Numeric,0,0,5,Numeric,0,2,Operational
21,021150,Beam collocation,Code table,0,0,2,Code table,0,1,Operational
21,021151,Estimated error in sigma-0 at 40 degrees incidence angle,dB,2,0,9,dB,2,3,Operational
21,021152,Slope at 40 degrees incidence angle,dB Deg-1,2,-80,7,dB Deg-1,2,2,Operational
21,021153,Estimated error in slope at 40 degrees incidence angle,dB Deg-1,2,-40,6,dB Deg-1,2,2,Operational
21,021154,Soil moisture sensitivity,dB,2,0,12,dB,2,4,Operational
21,021155,Wind vector cell quality,Flag table,0,0,24,Flag table,0,8,Operational
21,021156,Backscatter distance,Numeric,1,-4096,13,Numeric,1,4,Operational
21,021157,Loss per unit length of atmosphere used,dB m-1,10,0,22,dB m-1,10,7,Operational
21,021158,ASCAT kp estimate quality,Code table,0,0,2,Code table,0,1,Operational
21,021159,ASCAT sigma-0 usability,Code table,0,0,2,Code table,0,1,Operational
21,021160,ASCAT use of synthetic data,Numeric,3,0,10,Numeric,3,4,Operational
21,021161,ASCAT synthetic data quality,Numeric,3,0,10,Numeric,3,4,Operational
21,021162,ASCAT satellite orbit and attitude quality,Numeric,3,0,10,Numeric,3,4,Operational
21,021163,ASCAT solar array reflection contamination,Numeric,3,0,10,Numeric,3,4,Operational
21,021164,ASCAT telemetry presence and quality,Numeric,3,0,10,Numeric,3,4,Operational
21,021165,ASCAT extrapolated reference function presence,Numeric,3,0,10,Numeric,3,4,Operational
21,021166,Land fraction,Numeric,3,0,10,Numeric,3,4,Pre-operational
21,021169,Ice presence indicator,Code table,0,0,2,Code table,0,1,Operational
21,021170,C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021171,RMS C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5,Operational
21,021172,C band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4,Operational
21,021173,C band automatic gain control,dB,2,0,13,dB,2,4,Operational
21,021174,RMS C band automatic gain control,dB,2,0,9,dB,2,3,Operational
21,021175,Number of valid points for C band automatic gain control,Numeric,0,0,10,Numeric,0,4,Operational
22,022001,Direction of waves,Degree true,0,0,9,Degree true,0,3,Operational
22,022002,Direction of wind waves,Degree true,0,0,9,Degree true,0,3,Operational
22,022003,Direction of swell waves,Degree true,0,0,9,Degree true,0,3,Operational
22,022004,Direction of current,Degree true,0,0,9,Degree true,0,3,Operational
22,022005,Direction of sea surface current,Degree true,0,0,9,Degree true,0,3,Operational
22,022011,Period of waves,s,0,0,6,s,0,2,Operational
22,022012,Period of wind waves,s,0,0,6,s,0,2,Operational
22,022013,Period of swell waves,s,0,0,6,s,0,2,Operational
22,022021,Height of waves,m,1,0,10,m,1,4,Operational
22,022022,Height of wind waves,m,1,0,10,m,1,4,Operational
22,022023,Height of swell waves,m,1,0,10,m,1,4,Operational
22,022025,Standard deviation wave height,m,2,0,10,m,2,4,Operational
22,022026,Standard deviation of significant wave height,m,2,0,10,m,2,4,Operational
22,022031,Speed of current,m s-1,2,0,13,m s-1,2,4,Operational
22,022032,Speed of sea surface current,m s-1,2,0,13,m s-1,2,4,Operational
22,022035,Tidal elevation with respect to local chart datum,m,2,0,14,m,2,4,Operational
22,022036,Meteorological residual tidal elevation (surge or offset),m,2,0,14,m,2,4,Operational
22,022037,Tidal elevation with respect to national land datum,m,3,-10000,15,m,3,5,Operational
22,022038,Tidal elevation with respect to local chart datum,m,3,-10000,15,m,3,5,Operational
22,022039,Meteorological residual tidal elevation (surge or offset),m,3,-5000,13,m,3,4,Operational
22,022040,Meteorological residual tidal elevation (surge or offset),m,3,-5000,14,m,3,5,Operational
22,022041,Sea-surface temperature (15-day running mean),K,1,0,12,K,1,4,Operational
22,022042,Sea/water temperature,K,1,0,12,K,1,4,Operational
