"No","Title_E","OctetNo","Contents_E","Note_E","Status"
632,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","35","Derived forecast","(see Code table 4.7)#GRIB2_7_0_0_CodeFlag.doc#G2_CF47","Operational"
633,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","36","Number of forecasts in the ensemble (N)",,"Operational"
634,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","37-38","Year of end of overall time interval",,"Operational"
635,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","39","Month of end of overall time interval",,"Operational"
636,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Day of end of overall time interval",,"Operational"
637,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Hour of end of overall time interval",,"Operational"
638,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42","Minute of end of overall time interval",,"Operational"
639,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","43","Second of end of overall time interval",,"Operational"
640,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","44","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
641,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","45-48","Total number of data values missing in statistical process",,"Operational"
642,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"49-60   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
643,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","49","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
644,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","50","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
645,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","51","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
646,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","52-55","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
647,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","56","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
648,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","57-60","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)#GRIB2_7_0_0_Temp.doc#G2_Pdt412n","Operational"
649,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"61-nn   These octets are included only if n>1, where nn = 48 + 12*n",,"Operational"
650,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","61-72","As octets 49 to 60, next innermost step of processing",,"Operational"
651,"Product definition template 4.12 - derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","73-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 49 to 60, repeated as necessary",,"Operational"
652,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
653,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
654,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
655,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","13","Background generating process identifier (defined by originating centre)",,"Operational"
656,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
657,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","15-16","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt413n","Operational"
658,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","17","Minutes after reference time of data cutoff",,"Operational"
659,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
660,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","19-22","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt413n","Operational"
661,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
662,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","24","Scale factor of first fixed surface",,"Operational"
663,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","25-28","Scaled value of first fixed surface",,"Operational"
664,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
665,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","30","Scale factor of second fixed surface",,"Operational"
666,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","31-34","Scaled value of second fixed surface",,"Operational"
667,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","35","Derived forecast","(see Code table 4.7)#GRIB2_7_0_0_CodeFlag.doc#G2_CF47","Operational"
668,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","36","Number of forecasts in the ensemble (N)",,"Operational"
669,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","37","Cluster identifier",,"Operational"
670,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","38","Number of cluster to which the high resolution control belongs",,"Operational"
671,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","39","Number of cluster to which the low resolution control belongs",,"Operational"
672,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Total number of clusters",,"Operational"
673,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Clustering method","(see Code table 4.8)#GRIB2_7_0_0_CodeFlag.doc#G2_CF48","Operational"
674,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42-45","Northern latitude of cluster domain",,"Operational"
675,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","46-49","Southern latitude of cluster domain",,"Operational"
676,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","50-53","Eastern longitude of cluster domain",,"Operational"
677,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","54-57","Western longitude of cluster domain",,"Operational"
678,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","58","NC - number of forecasts in the cluster",,"Operational"
679,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","59","Scale factor of standard deviation in the cluster",,"Operational"
680,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","60-63","Scaled value of standard deviation in the cluster",,"Operational"
681,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","64","Scale factor of distance of the cluster from ensemble mean",,"Operational"
682,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","65-68","Scaled value of distance of the cluster from ensemble mean",,"Operational"
683,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","69-70","Year of end of overall time interval",,"Operational"
684,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","71","Month of end of overall time interval",,"Operational"
685,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","72","Day of end of overall time interval",,"Operational"
686,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","73","Hour of end of overall time interval",,"Operational"
687,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","74","Minute of end of overall time interval",,"Operational"
688,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","75","Second of end of overall time interval",,"Operational"
689,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","76","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
690,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","77-80","Total number of data values missing in statistical process",,"Operational"
691,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"81-92   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
692,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","81","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
693,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","82","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
694,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","83","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
695,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","84-87","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
696,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","88","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
697,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","89-92","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)#GRIB2_7_0_0_Temp.doc#G2_Pdt413n","Operational"
698,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"93-nn   These octets are included only if n>1, where nn = 80 + 12*n",,"Operational"
699,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","93-104","As octets 81 to 92, next innermost step of processing",,"Operational"
700,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","105-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 81 to 92, repeated as necessary",,"Operational"
701,"Product definition template 4.13 - derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(nn+1)-(nn+ NC)","List of NC ensemble forecast numbers (NC is given in octet 58)",,"Operational"
702,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
703,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
704,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
705,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","13","Background generating process identifier (defined by originating centre)",,"Operational"
706,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","14","Forecast generating process identifier (defined by originating centre)",,"Operational"
707,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","15-16","Hours after reference time of data cutoff","(see Note 1)#GRIB2_7_0_0_Temp.doc#G2_Pdt414n","Operational"
708,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","17","Minutes after reference time of data cutoff",,"Operational"
709,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
710,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","19-22","Forecast time in units defined by octet 18","(see Note 2)#GRIB2_7_0_0_Temp.doc#G2_Pdt414n","Operational"
711,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
712,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","24","Scale factor of first fixed surface",,"Operational"
713,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","25-28","Scaled value of first fixed surface",,"Operational"
714,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
715,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","30","Scale factor of second fixed surface",,"Operational"
716,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","31-34","Scaled value of second fixed surface",,"Operational"
717,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","35","Derived forecast","(see Code table 4.7)#GRIB2_7_0_0_CodeFlag.doc#G2_CF47","Operational"
718,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","36","Number of forecasts in the ensemble (N)",,"Operational"
719,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","37","Cluster identifier",,"Operational"
720,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","38","Number of cluster to which the high resolution control belongs",,"Operational"
721,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","39","Number of cluster to which the low resolution control belongs",,"Operational"
722,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Total number of clusters",,"Operational"
723,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Clustering method","(see Code table 4.8)#GRIB2_7_0_0_CodeFlag.doc#G2_CF48","Operational"
724,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42-45","Latitude of central point in cluster domain",,"Operational"
725,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","46-49","Longitude of central point in cluster domain",,"Operational"
726,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","50-53","Radius of cluster domain",,"Operational"
727,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","54","NC - number of forecasts in the cluster",,"Operational"
728,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","55","Scale factor of standard deviation in the cluster",,"Operational"
729,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","56-59","Scaled value of standard deviation in the cluster",,"Operational"
730,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","60","Scale factor of distance of the cluster from ensemble mean",,"Operational"
731,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","61-64","Scaled value of distance of the cluster from ensemble mean",,"Operational"
732,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","65-66","Year of end of overall time interval",,"Operational"
733,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","67","Month of end of overall time interval",,"Operational"
734,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","68","Day of end of overall time interval",,"Operational"
735,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","69","Hour of end of overall time interval",,"Operational"
736,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","70","Minute of end of overall time interval",,"Operational"
737,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","71","Second of end of overall time interval",,"Operational"
738,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","72","n - number of time range specifications describing the time intervals used to calculate the statistically-processed field",,"Operational"
739,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","73-76","Total number of data values missing in statistical process",,"Operational"
740,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"77-88   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
741,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","77","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)#GRIB2_7_0_0_CodeFlag.doc#G2_CF410","Operational"
742,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","78","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)#GRIB2_7_0_0_CodeFlag.doc#G2_CF411","Operational"
743,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","79","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
744,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","80-83","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
745,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","84","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
746,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","85-88","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)#GRIB2_7_0_0_Temp.doc#G2_Pdt414n","Operational"
747,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"89-nn   These octets are included only if n>1, where nn = 76 + 12*n",,"Operational"
748,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","89-110","As octets 77 to 88, next innermost step of processing",,"Operational"
749,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","111-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 77 to 88, repeated as necessary",,"Operational"
750,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(nn+1)-(nn+NC)","List of NC ensemble forecast numbers (NC is given in octet 54)",,"Operational"
751,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)#GRIB2_7_0_0_CodeFlag.doc#G2_CF41","Operational"
752,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)#GRIB2_7_0_0_CodeFlag.doc#G2_CF42","Operational"
753,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)#GRIB2_7_0_0_CodeFlag.doc#G2_CF43","Operational"
754,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
755,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","14","Analysis or forecast generating processes identifier (defined by originating centre)",,"Operational"
756,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","15-16","Hours of observational data cutoff after reference time","(see Note)#GRIB2_7_0_0_Temp.doc#G2_Pdt415n","Operational"
757,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","17","Minutes of observational data cutoff after reference time",,"Operational"
758,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)#GRIB2_7_0_0_CodeFlag.doc#G2_CF44","Operational"
759,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
760,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
761,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
762,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
763,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically-processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)#GRIB2_7_0_0_CodeFlag.doc#G2_CF45","Operational"
