#
# BUFR Table D
# hand modified from B_TableD_LATEST.xls file from AShimazaki@wmo.int Dec 15, 2009
# mods:
# 1)
# 1932,07,307091,(BUFR template for surface observations from one-hour period with national and WMO station identification),302175,"Intensity of precipitation, size of precipitation element",Operational
# should be:
# 1932,07,307091,(BUFR template for surface observations from one-hour period with national and WMO station identification),302075,"Intensity of precipitation, size of precipitation element",Operational
# 
#
SNo,Category,FXY1,enElementName1,FXY2,enElementName2,Status
2268,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),022186,Direction From Which Waves Are Coming (deg),Validation
2269,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),022187,Directional Spread Of Wave (deg),Validation
2270,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),103000,Delayed Replication 3 Descriptors,Validation
2271,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),031001,Replication Factor,Validation
2272,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),022093,Directional Spectral Estimate By Wave Number (m4),Validation
2273,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),022186,Direction From Which Waves Are Coming (deg),Validation
2274,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),022187,Directional Spread Of Wave (deg),Validation
2275,08,308016,(BUFR template for WAVEOB data expressed as the wave number (Ia=1 in FM-65 WAVEOB),002098,Type of wave sensor,Validation
2276,09,309001,(Vertical wind profile),301037,"Identification, etc. (land station, high accuracy position)",Operational
2277,09,309001,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2278,09,309001,(Vertical wind profile),031001,Replication factor,Operational
2279,09,309001,(Vertical wind profile),303011,Winds at heights,Operational
2280,09,309002,(Vertical wind profile),301038,"Identification, etc. (land station, coarse accuracy position)",Operational
2281,09,309002,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2282,09,309002,(Vertical wind profile),031001,Replication factor,Operational
2283,09,309002,(Vertical wind profile),303011,Winds at heights,Operational
2284,09,309003,(Vertical wind profile),301037,"Identification, etc. (land station, high accuracy position)",Operational
2285,09,309003,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2286,09,309003,(Vertical wind profile),031001,Replication factor,Operational
2287,09,309003,(Vertical wind profile),303012,Winds at pressure levels,Operational
2288,09,309004,(Vertical wind profile),301038,"Identification, etc. (land station, coarse accuracy position)",Operational
2289,09,309004,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2290,09,309004,(Vertical wind profile),031001,Replication factor,Operational
2291,09,309004,(Vertical wind profile),303012,Winds at pressure levels,Operational
2292,09,309005,(Vertical sounding with relative humidity),301037,"Identification, etc. (land station, high accuracy position)",Operational
2293,09,309005,(Vertical sounding with relative humidity),302004,Significant cloud information,Operational
2294,09,309005,(Vertical sounding with relative humidity),101000,Delayed replication of 1 descriptor,Operational
2295,09,309005,(Vertical sounding with relative humidity),031001,Replication factor,Operational
2296,09,309005,(Vertical sounding with relative humidity),303013,"Pressure, geopotential, temperature and wind data",Operational
2297,09,309006,(Vertical sounding with relative humidity),301038,"Identification, etc. (land station, coarse  accuracy position)",Operational
2298,09,309006,(Vertical sounding with relative humidity),302004,Significant cloud information,Operational
2299,09,309006,(Vertical sounding with relative humidity),101000,Delayed replication of 1 descriptor,Operational
2300,09,309006,(Vertical sounding with relative humidity),031001,Replication factor,Operational
2301,09,309006,(Vertical sounding with relative humidity),303013,"Pressure, geopotential, temperature and wind data",Operational
2302,09,309007,(Vertical sounding with dew-point data),301037,"Identification, etc. (land station, high accuracy position)",Operational
2303,09,309007,(Vertical sounding with dew-point data),302004,Significant cloud information,Operational
2304,09,309007,(Vertical sounding with dew-point data),101000,Delayed replication of 1 descriptor,Operational
2305,09,309007,(Vertical sounding with dew-point data),031001,Replication factor,Operational
2306,09,309007,(Vertical sounding with dew-point data),303014,"Pressure, geopotential, temperature and wind data",Operational
2307,09,309008,(Vertical sounding with dew-point data),301038,"Identification, etc. (land station, coarse accuracy position)",Operational
2308,09,309008,(Vertical sounding with dew-point data),302004,Significant cloud information,Operational
2309,09,309008,(Vertical sounding with dew-point data),101000,Delayed replication of 1 descriptor,Operational
2310,09,309008,(Vertical sounding with dew-point data),031001,Replication factor,Operational
2311,09,309008,(Vertical sounding with dew-point data),303014,"Pressure, geopotential, temperature and wind data",Operational
2312,09,309011,(Vertical wind profile),301039,"Ship's identification, etc.",Operational
2313,09,309011,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2314,09,309011,(Vertical wind profile),031001,Replication factor,Operational
2315,09,309011,(Vertical wind profile),303011,Winds at heights,Operational
2316,09,309012,(Vertical wind profile),301039,"Ship's identification, etc.",Operational
2317,09,309012,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2318,09,309012,(Vertical wind profile),031001,Replication factor,Operational
2319,09,309012,(Vertical wind profile),303012,Winds at pressure levels,Operational
2320,09,309013,(Vertical sounding with relative humidity),301039,"Ship's identification, etc.",Operational
2321,09,309013,(Vertical sounding with relative humidity),302004,Significant cloud information,Operational
2322,09,309013,(Vertical sounding with relative humidity),101000,Delayed replication of 1 descriptor,Operational
2323,09,309013,(Vertical sounding with relative humidity),031001,Replication factor,Operational
2324,09,309013,(Vertical sounding with relative humidity),303013,"Pressure, geopotential, temperature and wind data",Operational
2325,09,309014,(Vertical sounding with dew-point data),301039,"Ship's identification, etc.",Operational
2326,09,309014,(Vertical sounding with dew-point data),302004,Significant cloud information,Operational
2327,09,309014,(Vertical sounding with dew-point data),101000,Delayed replication of 1 descriptor,Operational
2328,09,309014,(Vertical sounding with dew-point data),031001,Replication factor,Operational
2329,09,309014,(Vertical sounding with dew-point data),303014,"Pressure, geopotential, temperature and wind data",Operational
2330,09,309015,(Vertical wind profile),301040,"Ship's identification, etc.",Operational
2331,09,309015,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2332,09,309015,(Vertical wind profile),031001,Replication factor,Operational
2333,09,309015,(Vertical wind profile),303011,Winds at heights,Operational
2334,09,309016,(Vertical wind profile),301040,"Ship's identification, etc.",Operational
2335,09,309016,(Vertical wind profile),101000,Delayed replication of 1 descriptor,Operational
2336,09,309016,(Vertical wind profile),031001,Replication factor,Operational
2337,09,309016,(Vertical wind profile),303012,Winds at pressure levels,Operational
2338,09,309017,(Vertical sounding with relative humidity),301040,"Ship's identification, etc.",Operational
2339,09,309017,(Vertical sounding with relative humidity),302004,Significant cloud information,Operational
2340,09,309017,(Vertical sounding with relative humidity),101000,Delayed replication of 1 descriptor,Operational
2341,09,309017,(Vertical sounding with relative humidity),031001,Replication factor,Operational
2342,09,309017,(Vertical sounding with relative humidity),303013,"Pressure, geopotential, temperature and wind data",Operational
2343,09,309018,(Vertical sounding with dew-point data),301040,"Ship's identification, etc.",Operational
2344,09,309018,(Vertical sounding with dew-point data),302004,Significant cloud information,Operational
2345,09,309018,(Vertical sounding with dew-point data),101000,Delayed replication of 1 descriptor,Operational
2346,09,309018,(Vertical sounding with dew-point data),031001,Replication factor,Operational
2347,09,309018,(Vertical sounding with dew-point data),303014,"Pressure, geopotential, temperature and wind data",Operational
2348,09,309019,(Wind profiler - wind data sounding),301031,"Identification, etc.",Operational
2349,09,309019,(Wind profiler - wind data sounding),002003,Type of measuring equipment used,Operational
2350,09,309019,(Wind profiler - wind data sounding),101000,Delayed replication of 1 descriptor,Operational
2351,09,309019,(Wind profiler - wind data sounding),031001,Replication factor,Operational
2352,09,309019,(Wind profiler - wind data sounding),303011,Winds at heights,Operational
2353,09,309020,(Wind profiler - Cartesian coordinates),301031,"Identification, etc.",Operational
2354,09,309020,(Wind profiler - Cartesian coordinates),002003,Type of measuring equipment used,Operational
2355,09,309020,(Wind profiler - Cartesian coordinates),104000,Delayed replication of 4 descriptors,Operational
2356,09,309020,(Wind profiler - Cartesian coordinates),031001,Replication factor,Operational
2357,09,309020,(Wind profiler - Cartesian coordinates),007003,Geopotential,Operational
2358,09,309020,(Wind profiler - Cartesian coordinates),011003,u-component,Operational
2359,09,309020,(Wind profiler - Cartesian coordinates),011004,v-component,Operational
2360,09,309020,(Wind profiler - Cartesian coordinates),011005,w-component,Operational
2361,09,309030,(Ozone sonde flight data) (see Note below),015004,Ozone sounding correction factor,Operational
2362,09,309030,(Ozone sonde flight data) (see Note below),015005,Ozone p,Operational
2363,09,309030,(Ozone sonde flight data) (see Note below),104000,Delayed replication of 4 descriptors,Operational
2364,09,309030,(Ozone sonde flight data) (see Note below),031001,Replication factor,Operational
2365,09,309030,(Ozone sonde flight data) (see Note below),004015,"Time increment since launch time, if needed, in minutes",Operational
2366,09,309030,(Ozone sonde flight data) (see Note below),008006,Ozone vertical sounding significance,Operational
2367,09,309030,(Ozone sonde flight data) (see Note below),007004,Pressure,Operational
2368,09,309030,(Ozone sonde flight data) (see Note below),015003,Measured ozone partial pressure,Operational
2369,09,309031,(Ozone sonde flight data) (see Note below),015004,Ozone sounding correction factor,Operational
2370,09,309031,(Ozone sonde flight data) (see Note below),015005,Ozone p,Operational
2371,09,309031,(Ozone sonde flight data) (see Note below),104000,Delayed replication of 4 descriptors,Operational
2372,09,309031,(Ozone sonde flight data) (see Note below),031001,Replication factor,Operational
2373,09,309031,(Ozone sonde flight data) (see Note below),004025,Time displacement (since launch time) in minutes,Operational
2374,09,309031,(Ozone sonde flight data) (see Note below),008006,Ozone vertical sounding significance,Operational
2375,09,309031,(Ozone sonde flight data) (see Note below),007004,Pressure,Operational
2376,09,309031,(Ozone sonde flight data) (see Note below),015003,Measured ozone partial pressure,Operational
2377,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",301110,Identification of launch site and instrumentation for wind measurements,Operational
2378,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",301113,Date/time of launch,Operational
2379,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",301114,Horizontal and vertical coordinates of launch site,Operational
2380,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",101000,Delayed replication of 1 descriptor,Operational
2381,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",031002,Extended delayed descriptor replication factor,Operational
2382,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",303050,Wind data at a pressure level,Operational
2383,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",101000,Delayed replication of 1 descriptor,Operational
2384,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",031001,Delayed descriptor replication factor,Operational
2385,09,309050,"(Sequence for representation of PILOT, PILOT SHIP and PILOT MOBIL observation type data with pressure as the vertical coordinate)",303051,Wind shear data at a pressure level,Operational
2386,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",301110,Identification of launch site and instrumentation for wind measurements,Operational
2387,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",301113,Date/time of launch,Operational
2388,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",301114,Horizontal and vertical coordinates of launch site,Operational
2389,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",101000,Delayed replication of 1 descriptor,Operational
2390,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",031002,Extended delayed descriptor replication factor,Operational
2391,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",303052,Wind data at a height level,Operational
2392,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",101000,Delayed replication of 1 descriptor,Operational
2393,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",031001,Delayed descriptor replication factor,Operational
2394,09,309051,"(Sequence for representation of PILOT,PILOT SHIP and PILOT MOBIL observation type data with height as the vertical coordinate)",303053,Wind shear data at a height level,Operational
2395,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",301111,"Identification of launch site and instrumentation for P, T, U and wind measurements",Operational
2396,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",301113,Date/time of launch,Operational
2397,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",301114,Horizontal and vertical coordinates of launch site,Operational
2398,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",302049,Cloud information reported with vertical soundings,Operational
2399,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",022043,Sea water temperature,Operational
2400,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",101000,Delayed replication of 1 descriptor,Operational
2401,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",031002,Extended delayed descriptor replication factor,Operational
2402,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",303054,"Temperature, dew-point and wind data at a pressure level",Operational
2403,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",101000,Delayed replication of 1 descriptor,Operational
2404,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",031001,Delayed descriptor replication factor,Operational
2405,09,309052,"(Sequence for representation of TEMP, TEMP SHIP and TEMP MOBIL observation type data)",303051,Wind shear data at a pressure level,Operational
2406,09,309053,(Sequence for representation of TEMP DROP observation type data),301112,Identification of launch point and instrumentation of dropsonde,Operational
2407,09,309053,(Sequence for representation of TEMP DROP observation type data),301113,Date/time of launch,Operational
2408,09,309053,(Sequence for representation of TEMP DROP observation type data),301114,Horizontal and vertical coordinates of launch site,Operational
2409,09,309053,(Sequence for representation of TEMP DROP observation type data),101000,Delayed replication of 1 descriptor,Operational
2410,09,309053,(Sequence for representation of TEMP DROP observation type data),031002,Extended delayed descriptor replication factor,Operational
2411,09,309053,(Sequence for representation of TEMP DROP observation type data),303054,"Temperature, dew-point and wind data at a pressure level",Operational
2412,09,309053,(Sequence for representation of TEMP DROP observation type data),101000,Delayed replication of 1 descriptor,Operational
2413,09,309053,(Sequence for representation of TEMP DROP observation type data),031001,Delayed descriptor replication factor,Operational
2414,09,309053,(Sequence for representation of TEMP DROP observation type data),303051,Wind shear data at a pressure level,Operational
2415,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),301001,Identification of launch site,Operational
2416,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),001011,Ship's call sign,Operational
2417,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),301011,Date,Operational
2418,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),301012,Time,Operational
2419,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),301021,Horizontal and vertical coordinates,Operational
2420,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),007030,Height of station ground above mean sea level,Operational
2421,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),007031,Height of barometer above mean sea level,Operational
2422,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),007007,Height release of sonde above mean sea level,Operational
2423,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),,Monthly mean data:,Operational
2424,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),004023,Time period  (=  number of days in the month),Operational
2425,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),004059,Times of observations used to compute the reported mean values,Operational
2426,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),115000,Delayed replication of 15 descriptors,Operational
2427,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),031001,Delayed descriptor replication factor,Operational
2428,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008001,Vertical sounding  significance,Operational
2429,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008023,First order statistics  (= 4; mean value),Operational
2430,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),007004,Pressure,Operational
2431,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),010009,Geopotential height,Operational
2432,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),012101,Temperature/dry-bulb temperature,Operational
2433,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),012103,Dew-point temperature,Operational
2434,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008023,First order statistics  (= 32; vector mean),Operational
2435,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),011001,Wind direction,Operational
2436,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),011002,Wind speed,Operational
2437,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008023,First order statistics  (= 63; missing value),Operational
2438,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),011019,Steadiness of wind,Operational
2439,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008050,Qualifier for number of missing values in calculation of statistic (= 2; temperature),Operational
2440,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008020,Total number of missing entities (days),Operational
2441,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008050,Qualifier for number of missing values in calculation of statistic (= 9; wind),Operational
2442,09,309054,(Sequence for representation of CLIMAT TEMP and CLIMAT TEMP SHIP data),008020,Total number of missing entities (days),Operational
2443,09,309060,(Radiosonde complete registration and surface observation),301123,Radiosonde full header information,Operational
2444,09,309060,(Radiosonde complete registration and surface observation),301121,Radiosonde launch point location,Operational
2445,09,309060,(Radiosonde complete registration and surface observation),302050,Radiosonde surface observation,Operational
2446,09,309060,(Radiosonde complete registration and surface observation),303040,Radiosonde duration of flight and termination information,Operational
2447,09,309061,(Raw PTU),301120,Radiosonde abbreviated header and launch information,Operational
2448,09,309061,(Raw PTU),008041,"Data significance (6 = ""flight level observation"" )",Operational
2449,09,309061,(Raw PTU),301122,Date/time (to hundredths of second),Operational
2450,09,309061,(Raw PTU),201131,Change data width,Operational
2451,09,309061,(Raw PTU),202129,Change scale,Operational
2452,09,309061,(Raw PTU),025069,Flight level pressure correction,Operational
2453,09,309061,(Raw PTU),007004,Pressure,Operational
2454,09,309061,(Raw PTU),202000,Cancel change scale,Operational
2455,09,309061,(Raw PTU),201000,Cancel change data width,Operational
2456,09,309061,(Raw PTU),033007,Percent confidence (for pressure),Operational
2457,09,309061,(Raw PTU),033035,Manual/automatic quality control (for pressure),Operational
2458,09,309061,(Raw PTU),033015,Data quality-check indicator (for pressure),Operational
2459,09,309061,(Raw PTU),013009,Relative humidity,Operational
2460,09,309061,(Raw PTU),033007,Percent confidence (for relative humidity),Operational
2461,09,309061,(Raw PTU),033035,Manual/automatic quality control (for relative humidity),Operational
2462,09,309061,(Raw PTU),033015,Data quality-check indicator (for relative humidity),Operational
2463,09,309061,(Raw PTU),002013,Solar and infrared radiation correction,Operational
2464,09,309061,(Raw PTU),012101,Temperature/dry bulb temperature,Operational
2465,09,309061,(Raw PTU),033007,Percent confidence (for temperature),Operational
2466,09,309061,(Raw PTU),033035,Manual/automatic quality control (for temperature),Operational
2467,09,309061,(Raw PTU),033015,Data quality-check indicator (for temperature),Operational
2468,09,309062,(Raw GPS unsmoothed wind),301120,Radiosonde abbreviated header and launch information,Operational
2469,09,309062,(Raw GPS unsmoothed wind),008041,"Data significance (6 = ""flight level observation"" )",Operational
2470,09,309062,(Raw GPS unsmoothed wind),301122,Date/time (to hundredths of second),Operational
2471,09,309062,(Raw GPS unsmoothed wind),005001,Latitude (high accuracy),Operational
2472,09,309062,(Raw GPS unsmoothed wind),033035,Manual/automatic quality control (for latitude),Operational
2473,09,309062,(Raw GPS unsmoothed wind),033015,Data quality-check indicator (for latitude),Operational
2474,09,309062,(Raw GPS unsmoothed wind),006001,Longitude (high accuracy),Operational
2475,09,309062,(Raw GPS unsmoothed wind),033035,Manual/automatic quality control (for longitude),Operational
2476,09,309062,(Raw GPS unsmoothed wind),033015,Data quality-check indicator (for longitude),Operational
2477,09,309062,(Raw GPS unsmoothed wind),007007,Height,Operational
2478,09,309062,(Raw GPS unsmoothed wind),033035,Manual/automatic quality control (for height),Operational
2479,09,309062,(Raw GPS unsmoothed wind),033015,Data quality-check indicator (for height),Operational
2480,09,309062,(Raw GPS unsmoothed wind),011003,U-component,Operational
2481,09,309062,(Raw GPS unsmoothed wind),033035,Manual/automatic quality control (for U-component),Operational
2482,09,309062,(Raw GPS unsmoothed wind),033015,Data quality-check indicator (for U-component),Operational
2483,09,309062,(Raw GPS unsmoothed wind),011004,V-component,Operational
2484,09,309062,(Raw GPS unsmoothed wind),033035,Manual/automatic quality control (for V-component),Operational
2485,09,309062,(Raw GPS unsmoothed wind),033015,Data quality-check indicator (for V-component),Operational
2486,09,309062,(Raw GPS unsmoothed wind),033007,Percent confidence (for raw GPS unsmoothed wind),Operational
2487,09,309063,(Raw GPS smoothed wind),301120,Radiosonde abbreviated header and launch information,Operational
2488,09,309063,(Raw GPS smoothed wind),008041,"Data significance (6 = ""flight level observation"" )",Operational
2489,09,309063,(Raw GPS smoothed wind),301122,Date/time (to hundredths of second) sequence,Operational
2490,09,309063,(Raw GPS smoothed wind),005001,Latitude (high accuracy),Operational
2491,09,309063,(Raw GPS smoothed wind),033035,Manual/automatic quality control (for latitude),Operational
2492,09,309063,(Raw GPS smoothed wind),033015,Data quality-check indicator (for latitude),Operational
2493,09,309063,(Raw GPS smoothed wind),006001,Longitude (high accuracy),Operational
2494,09,309063,(Raw GPS smoothed wind),033035,Manual/automatic quality control (for longitude),Operational
2495,09,309063,(Raw GPS smoothed wind),033015,Data quality-check indicator (for longitude),Operational
2496,09,309063,(Raw GPS smoothed wind),007007,Height,Operational
2497,09,309063,(Raw GPS smoothed wind),033035,Manual/automatic quality control (for height),Operational
2498,09,309063,(Raw GPS smoothed wind),033015,Data quality-check indicator (for height),Operational
2499,09,309063,(Raw GPS smoothed wind),011003,U-component,Operational
2500,09,309063,(Raw GPS smoothed wind),033035,Manual/automatic quality control (for U-component),Operational
2501,09,309063,(Raw GPS smoothed wind),033015,Data quality-check indicator (for U-component),Operational
2502,09,309063,(Raw GPS smoothed wind),011004,V-component,Operational
2503,09,309063,(Raw GPS smoothed wind),033035,Manual/automatic quality control (for V-component),Operational
2504,09,309063,(Raw GPS smoothed wind),033015,Data quality-check indicator (for V-component),Operational
2505,09,309063,(Raw GPS smoothed wind),033007,Percent confidence (for raw GPS smoothed wind),Operational
2506,09,309064,(Processed PTU),301120,Radiosonde abbreviated header and launch information,Operational
2507,09,309064,(Processed PTU),008041,"Data significance (6 = ""flight level observation"" )",Operational
2508,09,309064,(Processed PTU),301122,Date/time (to hundredths of second),Operational
2509,09,309064,(Processed PTU),201131,Change data width,Operational
2510,09,309064,(Processed PTU),202129,Change scale,Operational
2511,09,309064,(Processed PTU),104002,Replicate 4 descriptors 2 times,Operational
2512,09,309064,(Processed PTU),025069,Flight level pressure correction,Operational
2513,09,309064,(Processed PTU),007004,Pressure,Operational
2514,09,309064,(Processed PTU),033035,Manual/automatic quality control (for pressure),Operational
2515,09,309064,(Processed PTU),033015,Data quality-check indicator (for pressure),Operational
2516,09,309064,(Processed PTU),013003,Relative humidity,Operational
2517,09,309064,(Processed PTU),033035,Manual/automatic quality control (for relative humidity),Operational
2518,09,309064,(Processed PTU),033015,Data quality-check indicator (for relative humidity),Operational
2519,09,309064,(Processed PTU),202000,Cancel change scale,Operational
2520,09,309064,(Processed PTU),201000,Cancel change data width,Operational
2521,09,309064,(Processed PTU),104002,Replicate 4 descriptors 2 times,Operational
2522,09,309064,(Processed PTU),002013,Solar and infrared radiation correction,Operational
2523,09,309064,(Processed PTU),012101,Temperature/dry bulb temperature,Operational
2524,09,309064,(Processed PTU),033035,Manual/automatic quality control (for temperature),Operational
2525,09,309064,(Processed PTU),033015,Data quality-check indicator (for temperature),Operational
2526,09,309064,(Processed PTU),012103,Dew-point temperature,Operational
2527,09,309064,(Processed PTU),033035,Manual/automatic quality control (for dew-point temperature),Operational
2528,09,309064,(Processed PTU),033015,Data quality-check indicator (for dew-point temperature),Operational
2529,09,309064,(Processed PTU),010009,Geopotential height,Operational
2530,09,309064,(Processed PTU),033035,Manual/automatic quality control (for geopotential height),Operational
2531,09,309064,(Processed PTU),033015,Data quality-check indicator (for geopotential height),Operational
2532,09,309065,(Processed GPS),301120,Radiosonde abbreviated header and launch information,Operational
2533,09,309065,(Processed GPS),008041,"Data significance (6 = ""flight level observation"" )",Operational
2534,09,309065,(Processed GPS),301122,Date/time (to hundredths of second),Operational
2535,09,309065,(Processed GPS),005001,Latitude (high accuracy),Operational
2536,09,309065,(Processed GPS),033035,Manual/automatic quality control (for latitude),Operational
2537,09,309065,(Processed GPS),033015,Data quality-check indicator (for latitude),Operational
2538,09,309065,(Processed GPS),006001,Longitude (high accuracy),Operational
2539,09,309065,(Processed GPS),033035,Manual/automatic quality control (for longitude),Operational
2540,09,309065,(Processed GPS),033015,Data quality-check indicator (for longitude),Operational
2541,09,309065,(Processed GPS),007007,Height,Operational
2542,09,309065,(Processed GPS),033035,Manual/automatic quality control (for height),Operational
2543,09,309065,(Processed GPS),033015,Data quality-check indicator (for height),Operational
2544,09,309065,(Processed GPS),011003,U-component,Operational
2545,09,309065,(Processed GPS),033035,Manual/automatic quality control (for U-component),Operational
2546,09,309065,(Processed GPS),033015,Data quality-check indicator (for U-component),Operational
2547,09,309065,(Processed GPS),011004,V-component,Operational
2548,09,309065,(Processed GPS),033035,Manual/automatic quality control (for V-component),Operational
2549,09,309065,(Processed GPS),033015,Data quality-check indicator (for V-component),Operational
2550,09,309066,(Standard and significant levels),301120,Radiosonde abbreviated header and launch information,Operational
2551,09,309066,(Standard and significant levels),008041,"Data significance (6 = ""flight level observation"" )",Operational
2552,09,309066,(Standard and significant levels),301122,Date/time (to hundredths of second),Operational
2553,09,309066,(Standard and significant levels),008040,Flight level significance,Operational
2554,09,309066,(Standard and significant levels),201131,Change data width,Operational
2555,09,309066,(Standard and significant levels),202129,Change scale,Operational
2556,09,309066,(Standard and significant levels),025069,Flight level pressure correction,Operational
2557,09,309066,(Standard and significant levels),007004,Pressure,Operational
2558,09,309066,(Standard and significant levels),013003,Relative humidity,Operational
2559,09,309066,(Standard and significant levels),202000,Cancel change scale,Operational
2560,09,309066,(Standard and significant levels),201000,Cancel change data width,Operational
2561,09,309066,(Standard and significant levels),002013,Solar and infrared radiation correction,Operational
2562,09,309066,(Standard and significant levels),012101,Temperature/dry bulb temperature,Operational
2563,09,309066,(Standard and significant levels),012103,Dew-point temperature,Operational
