#
# BUFR Table B
# hand modified from BC_TableB.xls file from AShimazaki@wmo.int Dec 01, 2009
#
Class,FXY,enElementName,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth
20,20043,Peak liquid water content,kg m-3,4,0,7,kg m-3,4,2
20,20044,Average liquid water content,kg m-3,4,0,7,kg m-3,4,2
20,20045,Supercooled large droplet (SLD) conditions,Code table,0,0,2,Code table,0,1
20,20048,Evolution of feature,Code table,0,0,4,Code table,0,2
20,20050,Cloud index,Code table,0,0,8,Code table,0,3
20,20051,Amount of low clouds,%,0,0,7,%,0,3
20,20052,Amount of middle clouds,%,0,0,7,%,0,3
20,20053,Amount of high clouds,%,0,0,7,%,0,3
20,20054,True direction from which a phenomenon or clouds are moving,Degree true,0,0,9,Degree true,0,3
20,20055,State of sky in the tropics,Code table,0,0,4,Code table,0,2
20,20056,Cloud phase,Code table,0,0,3,Code table,0,1
20,20058,Visibility seawards from a coastal station,m,-1,0,13,m,-1,4
20,20059,Minimum horizontal visibility,m,-1,0,9,m,-1,3
20,20060,Prevailing horizontal visibility (see Note 7),m,-1,0,10,m,-1,4
20,20061,Runway visual range (RVR),m,0,0,12,m,0,4
20,20062,State of the ground (with or without snow),Code table,0,0,5,Code table,0,2
20,20063,Special phenomena,Code table,0,0,10,Code table,0,4
20,20065,Snow cover (see Note 4),%,0,0,7,%,0,3
20,20066,Maximum diameter of hailstones,m,3,0,8,m,3,3
20,20067,Diameter of deposit,m,3,0,9,m,3,3
20,20070,Minimum number of atmospherics,Numeric,0,0,7,Numeric,0,3
20,20071,Accuracy of fix and rate of atmospherics,Code table,0,0,4,Code table,0,2
20,20081,Cloud amount in segment,%,0,0,7,%,0,3
20,20082,Amount segment cloud free,%,0,0,7,%,0,3
20,20083,Amount of segment covered by scene,%,0,0,7,%,0,3
20,20085,General condition of runway,Code table,0,0,4,Code table,0,1
20,20086,Runway deposits,Code table,0,0,4,Code table,0,1
20,20087,Runway contamination,Code table,0,0,4,Code table,0,1
20,20088,Depth of runway deposits,m,3,0,12,m,0,4
20,20089,Runway friction coefficient,Code table,0,0,7,Code table,0,2
20,20090,Special clouds,Code table,0,0,4,Code table,0,2
20,20091,Vertical visibility,Foot,-2,0,10,Foot,-2,3
20,20092,Height of base of cloud,Foot,-2,0,10,Foot,-2,3
20,20095,Ice probability,Numeric,3,0,10,Numeric,3,4
20,20096,"Ice age (""A"" parameter)",dB,2,-4096,13,dB,2,4
20,20101,Locust (acridian) name,Code table,0,0,4,Code table,0,2
20,20102,Locust (maturity) color,Code table,0,0,4,Code table,0,2
20,20103,Stage of development of locusts,Code table,0,0,4,Code table,0,2
20,20104,Organization state of swarm or band of locusts,Code table,0,0,4,Code table,0,2
20,20105,Size of swarm or band of locusts and duration of passage of swarm,Code table,0,0,4,Code table,0,2
20,20106,Locust population density,Code table,0,0,4,Code table,0,2
20,20107,Direction of movements of locust swarm,Code table,0,0,4,Code table,0,2
20,20108,Extent of vegetation,Code table,0,0,4,Code table,0,2
21,21001,Horizontal reflectivity,dB,0,-64,7,dB,0,3
21,21002,Vertical reflectivity,dB,0,-64,7,dB,0,3
21,21003,Differential reflectivity,dB,1,-5,7,dB,1,3
21,21005,Linear depolarization ratio,dB,0,-65,6,dB,0,2
21,21006,Circular depolarization ratio,dB,0,-65,6,dB,0,2
21,21011,Doppler mean velocity in x-direction,m s-1,0,-128,8,m s-1,0,3
21,21012,Doppler mean velocity in y-direction,m s-1,0,-128,8,m s-1,0,3
21,21013,Doppler mean velocity in z-direction,m s-1,0,-128,8,m s-1,0,3
21,21014,Doppler mean velocity (radial),m s-1,1,-4096,13,m s-1,1,4
21,21017,Doppler velocity spectral width,m s-1,1,0,8,m s-1,1,3
21,21021,Echo tops,m,-3,0,4,m,-3,2
21,21030,Signal to noise ratio,dB,0,-32,8,dB,0,3
21,21031,Vertically-integrated liquid-water content,kg m-2,0,0,7,kg m-2,0,3
21,21036,Radar rainfall intensity,m s-1,7,0,12,m s-1,7,4
21,21041,Bright-band height,m,-2,0,8,m,-2,3
21,21051,Signal power above 1 mW,dB,0,-256,8,dB,0,3
21,21062,Backscatter,dB,2,-5000,13,dB,2,4
21,21063,Radiometric resolution (noise value),%,1,0,10,%,1,4
21,21064,Clutter noise estimate,Numeric,0,0,8,Numeric,0,3
21,21065,Missing packet counter,Numeric,0,-127,8,Numeric,0,3
21,21066,Wave scatterometer product confidence data,Flag table,0,0,12,Flag table,0,4
21,21067,Wind product confidence data,Flag table,0,0,13,Flag table,0,5
21,21068,Radar altimeter product confidence data,Flag table,0,0,8,Flag table,0,3
21,21069,SST product confidence data,Flag table,0,0,10,Flag table,0,4
21,21070,SST product confidence data (SADIST-2),Flag table,0,0,23,Flag table,0,6
21,21071,Peakiness,Numeric,0,0,16,Numeric,0,5
21,21072,Satellite altimeter calibration status,Flag table,0,0,4,Flag table,0,2
21,21073,Satelllite altimeter instrument mode,Flag table,0,0,9,Flag table,0,3
21,21075,Image spectrum intensity,Numeric,0,0,8,Numeric,0,3
21,21076,Representation of intensities,Code table,0,0,3,Code table,0,1
21,21077,Altitude correction (ionosphere),m,3,0,14,m,3,5
21,21078,Altitude correction (dry troposphere),m,3,0,9,m,3,3
21,21079,Altitude correction (wet troposphere),m,3,2000,10,m,3,4
21,21080,Altitude correction (calibration constant),m,3,0,11,m,3,4
21,21081,Open loop correction (height-time loop),m,3,0,10,m,3,4
21,21082,Open loop correction (auto gain control),dB,3,-3000,14,dB,3,5
21,21083,Warm target calibration,Numeric,0,0,16,Numeric,0,5
21,21084,Cold target calibration,Numeric,0,0,16,Numeric,0,5
21,21085,ATSR sea surface temperature across-track band number,Numeric,0,0,4,Numeric,0,2
21,21086,"Number of pixels in Nadir only, average",Numeric,0,0,9,Numeric,0,3
21,21087,"Number of pixels in dual view, average",Numeric,0,0,9,Numeric,0,3
21,21088,Wet backscatter,dB,2,-5000,13,dB,2,4
21,21091,Radar signal Doppler spectrum 0th moment,dB,0,-100,8,dB,0,3
21,21092,"RASS signal Doppler spectrum 0th moment, referring to RASS signal",dB,0,-100,8,dB,0,3
21,21093,Ku band peakiness,Numeric,3,0,16,Numeric,3,5
21,21094,S band peakiness,Numeric,3,0,16,Numeric,3,5
21,21101,Number of vector ambiguities,Numeric,0,0,3,Numeric,0,1
21,21102,Index of selected wind vector,Numeric,0,0,3,Numeric,0,1
21,21103,Total number of sigma-0 measurements,Numeric,0,0,5,Numeric,0,2
21,21104,Likelihood computed for solution,Numeric,3,-30000,15,Numeric,3,5
21,21105,Normalized radar cross-section,dB,2,-10000,14,dB,2,5
21,21106,Kp variance coefficient (alpha),Numeric,3,0,14,Numeric,3,5
21,21107,Kp variance coefficient (beta),Numeric,8,0,16,Numeric,8,5
21,21109,SEAWINDS wind vector cell quality,Flag table,0,0,17,Flag table,0,6
21,21110,Number of inner-beam sigma-0 (forward of satellite),Numeric,0,0,6,Numeric,0,2
21,21111,Number of outer-beam sigma-0 (forward of satellite),Numeric,0,0,6,Numeric,0,2
21,21112,Number of inner-beam sigma-0 (aft of satellite),Numeric,0,0,6,Numeric,0,2
21,21113,Number of outer-beam sigma-0 (aft of satellite),Numeric,0,0,6,Numeric,0,2
21,21114,Kp variance coefficent (gamma),dB,3,-140000,18,dB,3,6
21,21115,SEAWINDS sigma-0 quality,Flag table,0,0,17,Flag table,0,6
21,21116,SEAWINDS sigma-0 mode,Flag table,0,0,17,Flag table,0,6
21,21117,Sigma-0 variance quality control,Numeric,2,0,16,Numeric,2,5
21,21118,Attenuation correction on sigma-0,dB,2,-10000,14,dB,2,5
21,21119,Wind scatterometer geophysical model function,Code table,0,0,6,Code table,0,2
21,21120,Probability of rain,Numeric,3,0,10,Numeric,3,4
21,21121,SEAWINDS NOF* rain index,Numeric,0,0,8,Numeric,0,3
21,21122,Attenuation correction of sigma-0 (from tB),dB,2,-10000,14,dB,2,5
21,21123,SEAWINDS normalized radar cross-section,dB,2,-30000,15,dB,2,5
21,21128,Number of valid points per second used to derive previous parameters,Numeric,0,0,8,Numeric,0,3
21,21130,Spectrum total energy,Numeric,6,0,28,Numeric,6,9
21,21131,Spectrum max energy,Numeric,6,0,28,Numeric,6,9
21,21132,Direction of spectrum max on higher resolution grid,Degree,3,0,19,Degree,3,6
21,21133,Wavelength of spectrum max on higher resolution grid,m,3,0,29,m,3,9
21,21134,Range resolution of cress covariance spectrum,Rad m-1,3,0,19,Rad m-1,3,6
21,21135,Real part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7
21,21136,Imaginary part of cross spectra polar grid number of bins,Numeric,3,-524288,20,Numeric,3,7
21,21137,Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21138,Std Ku band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21139,Ku band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4
21,21140,S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21141,Std S band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21142,S band net instrumental correction for AGC,dB,2,-1024,11,dB,2,4
21,21143,Ku band rain attenuation,dB,2,-1073741824,31,dB,2,10
21,21144,Altimeter rain flag,Flag table,0,0,2,Flag table,0,1
21,21145,Ku band automatic gain control,dB,2,0,13,dB,2,4
21,21146,RMS Ku band automatic gain control,dB,2,0,8,dB,2,3
21,21147,Number of valid points for Ku band automatic gain control,Numeric,0,0,5,Numeric,0,2
21,21150,Beam collocation,Code table,0,0,2,Code table,0,1
21,21151,Estimated error in sigma-0 at 40 degrees incidence angle,dB,2,0,9,dB,2,3
21,21152,Slope at 40 degrees incidence angle,dB Deg-1,2,-80,7,dB Deg-1,2,2
21,21153,Estimated error in slope at 40 degrees incidence angle,dB Deg-1,2,-40,6,dB Deg-1,2,2
21,21154,Soil moisture sensitivity,dB,2,0,12,dB,2,4
21,21155,Wind vector cell quality,Flag table,0,0,24,Flag table,0,8
21,21156,Backscatter distance,Numeric,1,-4096,13,Numeric,1,4
21,21157,Loss per unit length of atmosphere used,dB m-1,10,0,22,dB m-1,10,7
21,21158,ASCAT kp estimate quality,Code table,0,0,2,Code table,0,1
21,21159,ASCAT sigma-0 usability,Code table,0,0,2,Code table,0,1
21,21160,ASCAT use of synthetic data,Numeric,3,0,10,Numeric,3,4
21,21161,ASCAT synthetic data quality,Numeric,3,0,10,Numeric,3,4
21,21162,ASCAT satellite orbit and attitude quality,Numeric,3,0,10,Numeric,3,4
21,21163,ASCAT solar array reflection contamination,Numeric,3,0,10,Numeric,3,4
21,21164,ASCAT telemetry presence and quality,Numeric,3,0,10,Numeric,3,4
21,21165,ASCAT extrapolated reference function presence,Numeric,3,0,10,Numeric,3,4
21,21166,ASCAT land fraction,Numeric,3,0,10,Numeric,3,4
21,21169,Ice presence indicator,Code table,0,0,2,Code table,0,1
21,21170,C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21171,RMS C band corrected ocean backscatter coefficient,dB,2,-32768,16,dB,2,5
21,21172,C band net instrumental correction for AGC,dB,2,-2048,12,dB,2,4
21,21173,C band automatic gain control,dB,2,0,13,dB,2,4
21,21174,RMS C band automatic gain control,dB,2,0,9,dB,2,3
21,21175,Number of valid points for C band automatic gain control,Numeric,0,0,10,Numeric,0,4
22,22001,Direction of waves,Degree true,0,0,9,Degree true,0,3
22,22002,Direction of wind waves,Degree true,0,0,9,Degree true,0,3
22,22003,Direction of swell waves,Degree true,0,0,9,Degree true,0,3
22,22004,Direction of current (see Note 7),Degree true,0,0,9,Degree true,0,3
22,22005,Direction of sea surface current,Degree true,0,0,9,Degree true,0,3
22,22011,Period of waves,s,0,0,6,s,0,2
22,22012,Period of wind waves,s,0,0,6,s,0,2
22,22013,Period of swell waves,s,0,0,6,s,0,2
22,22021,Height of waves,m,1,0,10,m,1,4
22,22022,Height of wind waves,m,1,0,10,m,1,4
22,22023,Height of swell waves,m,1,0,10,m,1,4
22,22025,Standard deviation wave height,m,2,0,10,m,2,4
22,22026,Standard deviation of significant wave height,m,2,0,10,m,2,4
22,22031,Speed of current,m s-1,2,0,13,m s-1,2,4
22,22032,Speed of sea surface current,m s-1,2,0,13,m s-1,2,4
22,22035,Tidal elevation with respect to local chart datum,m,2,0,14,m,2,4
22,22036,Meteorological residual tidal elevation (surge or offset),m,2,0,14,m,2,4
22,22037,Tidal elevation with respect to national land datum,m,3,-10000,15,m,3,5
22,22038,Tidal elevation with respect to local chart datum,m,3,-10000,15,m,3,5
22,22039,Meteorological residual tidal elevation (surge or offset) (see Note 4),m,3,-5000,13,m,3,4
22,22040,Meteorological residual tidal elevation (surge or offset) (see Note 4),m,3,-5000,14,m,3,5
22,22041,Sea-surface temperature (15-day running mean),K,1,0,12,K,1,4
22,22042,Sea/water temperature,K,1,0,12,K,1,4
22,22043,Sea/water temperature,K,2,0,15,K,2,5
22,22044,Sound velocity,m s-1,1,0,14,m s-1,1,5
22,22045,Sea/water temperature,K,3,0,19,K,3,6
22,22046,Sea Ice Fraction,Numeric,2,0,7,Numeric,2,3
22,22049,Sea surface temperature,K,2,0,15,K,2,5
22,22050,Standard deviation sea-surface temperature,K,2,0,8,K,2,3
22,22055,Float cycle number,Numeric,0,0,10,Numeric,0,3
22,22056,Direction of profile,Code table,0,0,2,Code table,0,1
22,22059,Sea surface salinity,Part per thousand,2,0,14,Part per thousand,2,5
22,22060,Lagrangian drifter drogue status,Code table,0,0,3,Code table,0,1
22,22061,State of the sea,Code table,0,0,4,Code table,0,2
22,22062,Salinity,Part per thousand,2,0,14,Part per thousand,2,5
22,22063,Total water depth,m,0,0,14,m,0,5
22,22064,Salinity,Part per thousand,3,0,17,Part per thousand,3,6
22,22065,Water pressure,Pa,-3,0,17,Pa,-3,6
22,22066,Water conductivity,S m-1,6,0,26,S m-1,6,8
22,22067,Instrument type for water temperature profile measurement,Code table,0,0,10,Code table,0,4
22,22068,Water temperature profile recorder types,Code table,0,0,7,Code table,0,3
22,22069,Spectral wave density,m2 Hz-1,3,0,22,m2 Hz-1,3,7
22,22070,Significant wave height,m,2,0,13,m,2,4
22,22071,Spectral peak wave period,s,1,0,9,s,1,3
22,22072,Spectral peak wave length,m,0,0,13,m,0,4
22,22073,Maximum wave height,m,2,0,13,m,2,4
22,22074,Average wave period,s,1,0,9,s,1,3
22,22075,Average wave length,m,0,0,13,m,0,4
22,22076,Direction from which dominant waves are coming,Degree true,0,0,9,Degree true,0,3
22,22077,Directional spread of dominant wave,Degree,0,0,9,Degree,0,3
22,22078,Duration of wave record,s,0,0,12,s,0,4
22,22079,Length of wave record,m,0,0,16,m,0,5
22,22080,Waveband central frequency,Hz,3,0,10,Hz,3,4
22,22081,Waveband central wave number,m-1,5,0,13,m-1,5,4
22,22082,Maximum non-directional spectral wave density,m2 s,2,0,20,m2 s,2,7
22,22083,Maximum non-directional spectral wave number,m3,2,0,20,m3,2,7
22,22084,Band containing maximum non-directional spectral wave density,Numeric,0,0,7,Numeric,0,3
22,22085,Spectral wave density ratio,Numeric,0,0,7,Numeric,0,3
22,22086,Mean direction from which waves are coming,Degree true,0,0,9,Degree true,0,3
22,22087,Principal direction from which waves are coming,Degree true,0,0,9,Degree true,0,3
22,22088,First normalized polar coordinate from Fourier coefficients,Numeric,2,0,7,Numeric,2,3
22,22089,Second normalized polar coordinate from Fourier coefficients,Numeric,2,0,7,Numeric,2,3
22,22090,Non-directional spectral estimate by wave frequency,m2 s,2,0,20,m2 s,2,7
22,22091,Non-directional spectral estimate by wave number,m3,2,0,20,m3,2,7
22,22092,Directional spectral estimate by wave frequency,m2 rad-1 s,2,0,20,m2 rad-1 s,2,7
22,22093,Directional spectral estimate by wave number,m4,2,0,20,m4,2,7
22,22094,Total number of wave bands,Numeric,0,0,7,Numeric,0,3
22,22095,Directional spread of individual waves,Degree,0,0,8,Degree,0,3
22,22096,Spectral band width,s-1,3,0,4,s-1,3,2
22,22097,Mean wavelength > 731 m of image spectrum at low wave numbers,m,0,0,14,m,0,5
22,22098,Wavelength spread (wavelength > 731 m) at low wave numbers,m,0,0,14,m,0,5
22,22099,Mean direction at low wave numbers (wavelength > 731 m),Degree true,0,0,9,Degree true,0,3
22,22100,Direction spread at low wave numbers (wavelength > 731 m),Degree,0,0,9,Degree,0,3
22,22101,Total energy (wavelength > 731m) at low wave numbers,Numeric,0,0,31,Numeric,0,10
22,22120,Tide station automated water level check,Code table,0,0,5,Code table,0,2
22,22121,Tide station manual water level check,Code table,0,0,5,Code table,0,2
22,22122,Tide station automated meteorological data check,Code table,0,0,5,Code table,0,2
22,22123,Tide station manual meteorological data check,Code table,0,0,5,Code table,0,2
22,22141,Sea-surface temperature (15-day running mean),K,2,0,15,K,2,5
22,22150,Number of 18 Hz valid points for Ku band,Numeric,0,0,10,Numeric,0,4
22,22151,Ku band ocean range,m,3,0,31,m,3,10
22,22152,STD of 18 Hz Ku band ocean range,m,3,0,16,m,3,5
22,22153,Number of 18 Hz valid points for S band,Numeric,0,0,10,Numeric,0,4
22,22154,S band ocean range,m,3,0,31,m,3,10
22,22155,STD of 18 Hz S band ocean range,m,3,0,16,m,3,5
22,22156,Ku band significant wave height,m,3,0,16,m,3,5
22,22157,STD of 18Hz Ku band ocean range,m,3,0,16,m,3,5
22,22158,S band significant wave height,m,3,0,16,m,3,5
22,22159,STD of 18Hz S band significant wave height,m,3,0,16,m,3,5
22,22160,Normalized inverse wave age,Numeric,6,0,21,Numeric,6,7
22,22161,Wave spectra,m4,4,0,27,m4,4,9
22,22162,RMS of 20 Hz Ku band ocean range,m,3,0,16,m,3,5
22,22163,Number of 20Hz valid points for Ku band,Numeric,0,0,10,Numeric,0,4
22,22164,RMS 20 Hz Ku band significant wave height,m,3,0,16,m,3,5
22,22165,Number of 20Hz valid points for Ku band significant wave height,Numeric,0,0,10,Numeric,0,4
22,22166,Ku band net instrumental correction for significant wave height,m,3,-1000,11,m,3,4
22,22167,Number of valid points for Ku band backscatter,Numeric,0,0,10,Numeric,0,4
22,22168,C band ocean range,m,3,0,31,m,3,10
22,22169,RMS of C band ocean range,m,3,0,16,m,3,5
22,22170,Number of 20Hz valid points for C band,Numeric,0,0,10,Numeric,0,4
22,22171,C band significant wave height,m,3,0,16,m,3,5
22,22172,RMS 20Hz C band significant wave height,m,3,0,16,m,3,5
22,22173,Number of 20Hz valid points for C band significant wave height,Numeric,0,0,10,Numeric,0,4
22,22174,C band net instrumental correction for significant wave height,m,3,-1000,11,m,3,4
22,22175,Number of valid points for C band backscatter,Numeric,0,0,10,Numeric,0,4
23,23001,Accident early notification - article applicable,Code table,0,0,3,Code table,0,1
23,23002,Activity or facility involved in incident,Code table,0,0,5,Code table,0,2
23,23003,Type of release,Code table,0,0,3,Code table,0,1
23,23004,Countermeasures taken near border,Code table,0,0,3,Code table,0,1
23,23005,Cause of incident,Code table,0,0,2,Code table,0,1
23,23006,Incident situation,Code table,0,0,3,Code table,0,1
23,23007,Characteristics of release,Code table,0,0,3,Code table,0,1
23,23008,State of current release,Code table,0,0,2,Code table,0,1
23,23009,State of expected release,Code table,0,0,2,Code table,0,1
23,23016,Possibility of significant chemical toxic health effect,Code table,0,0,2,Code table,0,1
23,23017,Flow discharge of major recipient,m3 s-1,6,0,20,m3 s-1,6,7
23,23018,Release behaviour over time,Code table,0,0,3,Code table,0,1
23,23019,Actual release height,m,0,-15000,17,m,0,6
23,23021,Effective release height,m,0,-15000,17,m,0,6
23,23022,Distance of release point or site of incident,m,0,0,24,m,0,8
23,23023,Main transport speed in the atmosphere,m s-1,1,0,12,m s-1,1,4
23,23024,Main transport speed in water,m s-1,2,0,13,m s-1,2,4
23,23025,Main transport speed in ground water,m s-1,2,0,13,m s-1,2,4
23,23027,Main transport direction in the atmosphere,Degree true,0,0,9,Degree true,0,3
23,23028,Main transport direction in water,Degree true,0,0,9,Degree true,0,3
23,23029,Main transport direction in ground water,Degree true,0,0,9,Degree true,0,3
23,23031,Possibility that plume will encounter precipitation in State in which incident occurred,Code table,0,0,2,Code table,0,1
23,23032,Plume will encounter change in wind direction and/or speed flag,Code table,0,0,2,Code table,0,1
24,24001,Estimate of amount of radioactivity released up to specified time,Bq,-11,0,28,Bq*,-11,9
24,24002,Estimated maximum potential release,Bq,-11,0,28,Bq,-11,9
24,24003,Composition of release,Code table,0,0,5,Code table,0,2
24,24004,Element name,CCITT IA5,0,0,16,Character,0,2
24,24005,Isotope mass,Numeric,0,0,9,Numeric,0,3
24,24011,Dose,mSv,2,0,32,mSv*/**,2,10
24,24012,Trajectory dose (defined location and expected time of arrival),mSv,2,0,32,mSv,2,10
24,24013,Gamma dose in air along the main transport path (defined location and time period),mSv,2,0,32,mSv,2,10
24,24021,Air concentration (of named isotope type including gross beta),Bq m-3,2,0,32,Bq m-3,2,10
24,24022,Concentration in precipitation (of names isotope type),Bq l-1,2,0,32,Bq l-1,2,10
24,24023,Pulse rate of beta radiation,s-1,1,0,14,s-1,1,4
24,24024,Pulse rate of gamma radiation,s-1,1,0,14,s-1,1,4
25,25001,Range-gate length,m,-1,0,6,m,-1,2
25,25002,Number of gates averaged,Numeric,0,0,4,Numeric,0,2
25,25003,Number of integrated pulses,Numeric,0,0,8,Numeric,0,3
25,25004,Echo processing,Code table,0,0,2,Code table,0,1
25,25005,Echo integration,Code table,0,0,2,Code table,0,1
25,25006,Z to R conversion,Code table,0,0,3,Code table,0,1
25,25007,Z to R conversion factor,Numeric,0,0,12,Numeric,0,4
25,25008,Z to R conversion exponent,Numeric,2,0,9,Numeric,2,3
25,25009,Calibration method (see Note 3),Flag table,0,0,4,Flag table,0,2
25,25010,Clutter treatment,Code table,0,0,4,Code table,0,2
25,25011,Ground occultation correction (screening),Code table,0,0,2,Code table,0,1
25,25012,Range attenuation correction,Code table,0,0,2,Code table,0,1
25,25013,Bright-band correction,Flag table,0,0,2,Flag table,0,1
25,25014,Azimuth clutter cut-off (see Note 1),Numeric,0,0,12,Numeric,0,4
25,25015,Radome attenuation correction,Flag table,0,0,2,Flag table,0,1
25,25016,Clear-air attenuation correction,dB m-1,5,0,6,dB m-1,5,2
25,25017,Precipitation attenuation correction,Flag table,0,0,2,Flag table,0,1
25,25018,A to Z law for attenuation factor,Numeric,7,0,6,Numeric,7,2
25,25019,A to Z law for attenuation exponent,Numeric,2,0,7,Numeric,2,3
25,25020,Mean speed estimation,Code table,0,0,2,Code table,0,1
25,25021,Wind computation enhancement,Flag table,0,0,8,Flag table,0,3
25,25022,GHRSST Rejection Flag,Flag table,0,0,9,Flag table,0,3
25,25023,GHRSST Confidence Flag,Flag table,0,0,9,Flag table,0,3
25,25024,GHRSST data quality,Code table,0,0,4,Code table,0,2
25,25025,Battery voltage,V,1,0,9,V,1,3
25,25026,Battery voltage (large range),V,1,0,12,V,1,4
25,25028,Operator or manufacturer defined parameter,Numeric,1,-16384,15,Numeric,1,5
25,25029,Calibration method (see Note 3),Flag table,0,0,6,Flag table,0,2
25,25030,Running mean sea-surface temperature usage,Code table,0,0,2,Code table,0,1
25,25032,Wind profiler mode information (see Note 2),Code table,0,0,2,Code table,0,1
25,25033,Wind profiler submode information (see Note 2),Code table,0,0,2,Code table,0,1
25,25034,Wind profiler quality control test results (see Note 2),Flag table,0,0,4,Flag table,0,2
25,25036,Atmospherics location method,Code table,0,0,4,Code table,0,2
25,25037,SST bias,K,2,-127,8,K,2,3
25,25038,Difference between SST and analysis,K,1,-127,8,K,1,3
25,25040,CO2 wind product derivation,Code table,0,0,4,Code table,0,2
25,25041,Moving platform direction reporting method,Code table,0,0,2,Code table,0,1
25,25042,Moving platform speed reporting method,Code table,0,0,2,Code table,0,1
25,25043,Wave sampling interval (time),s,4,0,15,s,4,5
25,25044,Wave sampling interval (space),m,2,0,14,m,2,5
25,25045,HIRS channel combination,Flag table,0,0,21,Flag table,0,7
25,25046,MSU channel combination,Flag table,0,0,5,Flag table,0,2
25,25047,SSU channel combination,Flag table,0,0,4,Flag table,0,2
25,25048,AMSU-A channel combination,Flag table,0,0,16,Flag table,0,6
25,25049,AMSU-B channel combination,Flag table,0,0,6,Flag table,0,2
25,25050,Principal component score,Numeric,4,-131072,18,Numeric,4,6
25,25051,AVHRR channel combination,Flag table,0,0,7,Flag table,0,3
25,25052,Log-10 of principal components normalized fit to data,Numeric,4,0,15,Numeric,4,5
25,25053,Observation quality,Flag table,0,0,12,Flag table,0,4
25,25054,SSMIS subframe ID nember,Numeric,0,0,5,Numeric,0,2
25,25055,Multiplexer housekeeping,K,2,0,16,K,2,5
25,25060,Software identification (see Note 2),Numeric,0,0,14,Numeric,0,5
25,25061,Software identification and version number,CCITT IA5,0,0,96,Character,0,12
25,25062,Database identification,Numeric,0,0,14,Numeric,0,5
25,25065,Orientation correction (azimuth),Degree,2,-1000,11,Degree,2,4
25,25066,Orientation correction (elevation),Degree,2,-1000,11,Degree,2,4
25,25067,Radiosonde release point pressure correction,Pa,0,-8000,14,Pa,0,4
25,25068,Number of archive recomputes,Numeric,0,0,7,Numeric,0,3
25,25069,Flight level pressure corrections,Flag table,0,0,8,Flag table,0,3
25,25070,Major frame count,Numeric,0,0,4,Numeric,0,2
25,25071,Frame count,Numeric,0,0,5,Numeric,0,2
25,25075,Satellite antenna corrections version number,Numeric,0,0,5,Numeric,0,2
25,25076,Log-10 of (Temperature-radiance central wavenumber) for ATOVS,log m-1,8,0,30,log m-1,8,10
25,25077,Bandwidth correction coefficient 1 for ATOVS,Numeric,5,-100000,18,Numeric,5,7
25,25078,Bandwidth correction coefficient 2 for ATOVS,Numeric,5,0,17,Numeric,5,6
25,25079,Albedo-radiance solar filtered irradiance for ATOVS,W m-2,4,0,24,W m-2,4,8
25,25080,Albedo-radiance equivalent filter width for ATOVS,m,10,0,14,m,10,5
25,25081,Incidence angle,Degree,3,0,17,Degree,3,6
25,25082,Azimuth angle,Degree,3,0,19,Degree,3,6
25,25083,Faraday rotational angle,Degree,3,0,19,Degree,3,6
25,25084,Geometric rotational angle,Degree,5,0,26,Degree,5,8
25,25085,Fraction of clear pixels in HIRS FOV,Numeric,0,0,7,Numeric,0,3
25,25086,Depth correction indicator,Code table,0,0,2,Code table,0,1
25,25090,Orbit state flag,Code table,0,0,4,Code table,0,2
25,25091,Structure constant of the refraction index (Cn2),dB,3,-18192,13,dB,3,5
25,25092,Acoustic propagation velocity,m s-1,2,28000,14,m s-1,2,5
25,25093,RASS computation correction,Flag table,0,0,8,Flag table,0,3
25,25095,Altimeter state flag,Flag table,0,0,2,Flag table,0,1
25,25096,Radiometer state flag,Flag table,0,0,5,Flag table,0,2
25,25097,Three-dimensional error estimate of the navigator orbit,Code table,0,0,4,Code table,0,2
25,25098,Altimeter data quality flag,Flag table,0,0,9,Flag table,0,3
25,25099,Altimeter correction quality flag,Flag table,0,0,9,Flag table,0,3
25,25100,XBT/XCTD fall rate equation coefficient a,Numeric,5,0,20,Numeric,5,6
25,25101,XBT/XCTD fall rate equation coefficient b,Numeric,5,-500000,21,Numeric,5,6
25,25102,Number of missing lines excluding data gaps,Numeric,0,0,8,Numeric,0,3
25,25103,Number of directional bins,Numeric,0,0,8,Numeric,0,3
25,25104,Number of wave-length bins,Numeric,0,0,8,Numeric,0,3
25,25105,First directional bin,Degree,3,0,19,Degree,3,6
25,25106,Directional bin step,Degree,3,0,19,Degree,3,6
25,25107,First wavelength bin,m,3,0,29,m,3,9
25,25108,Last wavelength bin,m,3,0,29,m,3,9
25,25110,Image processing summary,Flag table,0,0,10,Flag table,0,4
25,25111,Number of input data gaps,Numeric,0,0,8,Numeric,0,3
25,25120,RA2-L2-processing flag,Code table,0,0,2,Code table,0,1
25,25121,RA2-L2-processing quality,%,0,0,7,%,0,3
